cnp;produto;gh_ou_hmr3;laboratorio;desconto;pva;pvp;iva_valor
6981415;FRALDA INCONT. PREMIUM TAM.L;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;13,850517857142858;;
6981431;FRALDA INCONT. PREMIUM TAM.M;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;12,185218146718146;;
6981365;FRALDA INCONT. PREMIUM TAM.M;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;13,61738169642857;;
6981407;FRALDA INCONT. PREMIUM TAM.M;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;10,674663594470047;;
6992081;FRALDA INCONT. PREMIUM TAM.S;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;12,193676470588237;;
6981357;FRALDA INCONT. PREMIUM TAM.S;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;11,422733766233767;;
6982892;GEL DE BANHO E DUCHE;H17.12.8. - Higiene corporal banho;QUILABAN;0,2;2,262857142857143;;
6604371;GEL LAVANTE CORPO&CABELO BAMBO NATURE;H18.2.1. - Higiene do bebé no banho;QUILABAN;0,2;3,8;;0,23
6604355;LOÇÃO CORPORAL BAMBO NATURE;H18.3.5. - Hidratante corporal bebé;QUILABAN;0,2;2,99;;0,23
6982900;LOÇÃO CORPORAL HIDRATANTE;H17.6.1. - Hidratante corporal;QUILABAN;0,2;4,1065828571428575;;
6983163;LOÇÃO DE LAVAGEM S/ÁGUA;H17.12.8. - Higiene corporal banho;QUILABAN;0,2;3,9740259740259742;;
6604363;ÓLEO DE BANHO BAMBO NATURE;H18.2.1. - Higiene do bebé no banho;QUILABAN;0,2;4,85;;0,23
6265496;PENSO DE HOMEM  FORMULA 0;Sem registo HMR;QUILABAN;0,2;3,482142857142858;;
6265504;PENSO DE HOMEM  FORMULA 1;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;4,279642857142858;;
6265512;PENSO DE HOMEM  FORMULA 2;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;4,676785714285716;;
6265454;PENSO INCONT. EXTRA 3;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;1,8958441558441557;;
6265462;PENSO INCONT. EXTRA PLUS 3A;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;1,9607142857142859;;
6265421;PENSO INCONT. MAXI 4A;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;2,7019870129870127;;
6265439;PENSO INCONT. MINI 1;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;2,2396339285714286;;
6265447;PENSO INCONT. MINI PLUS 1A;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;2,0799910714285716;;
6265488;PENSO INCONT. NORMAL 2;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;1,807232142857143;;
6981639;PENSO INCONT. PREMIUM 11X33CM;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;5,057946428571429;;
6981647;PENSO INCONT. PREMIUM 21X44CM;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;6,141508928571429;;
6981654;PENSO INCONT. PREMIUM 37X63CM;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;13,350412087912087;;
6981662;PENSO INCONT. PREMIUM 37X73CM;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;11,642884615384615;;
6265470;PENSO INCONT. SUPER 4;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;6,907792207792207;;
6265413;PENSO INCONT. ULTRA MINI 0 ;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;2,1809464285714286;;
1077828;PROTETOR PLASTICO P/ SAPATO EMB.100 REF H2410;Sem registo HMR;QUILABAN;0,0;2,05;;0,23
6981522;RESGUARDO PROT. TAM. 70X180CM;H20.19.1. - Fraldas e pensos para incontinência;QUILABAN;0,2;15,977571428571428;;
6982918;SABÃO LÍQUIDO P/ MÃOS;Sem registo HMR;QUILABAN;0,2;1,3602678571428573;;
6983155;SOLUÇÃO LAVAGEM HIGIENE INTIMA;H16.10.2. - Limpeza íntima mulher;QUILABAN;0,2;3,71;;
6983148;SOLUÇÃO LAVAGEM HIGIENE INTIMA;H16.10.2. - Limpeza íntima mulher;QUILABAN;0,2;2,226651428571429;;
7063891;STANDARD Q COVID-19 TESTE RÁPIDO ANTIGÉNIO;H26.28.1. - COVID-19;QUILABAN;0,0;137,5;;0,23
6982868;TOALHETE HUM C/ PERF ALOE VERA;H17.16.1. - Higiene Íntima Unissexo;QUILABAN;0,2;2,683516483516484;;
5743521;AMOROLFINA SCHOLLMED VERNIZ 50MG/ML 2.5ML;H09.2.1. - Antifúngico Unhas;RECKITT;0,35;17,33;24,9;0,06
6623306;DETTOL GEL DESINFETANTE MÃOS 50ML;H09.1.4. - Desinfectante pele e anti-séptico;RECKITT;0,0;1,88;2,29172;0,06
6051995;DR. SCHOLL ALL DAY PROTECTION ALMOFADA CALCANHAR GELACTIV 6;H20.21.2. - Produtos de conforto;RECKITT;0,25;6,78;10,99;0,23
6051987;DR. SCHOLL ALL DAY PROTECTION ALMOFADA PLANTAR GELACTIV 6;H20.21.2. - Produtos de conforto;RECKITT;0,25;6,78;10,99;0,23
6052001;DR. SCHOLL ALL DAY PROTECTION ALMOFADA PONTOS SENSÍVEIS GELACTIV 6;H20.21.2. - Produtos de conforto;RECKITT;0,25;6,78;10,99;0,23
6051979;DR. SCHOLL ALL DAY PROTECTION ALMOFADA PROTECÇÃO CALCANHAR GELACTIV 6;H20.21.2. - Produtos de conforto;RECKITT;0,25;6,78;10,99;0,23
6809038;DR. SCHOLL CREME CALCANHARES GRETADOS 60ML;H17.8.2. - Hidratante dos pés;RECKITT;0,35;6,59;9,99;0,23
6282137;DR. SCHOLL CREME HIDRAT PÉS P EXTRA SECA 75ML;H17.8.2. - Hidratante dos pés;RECKITT;0,35;7,05;10,99;0,23
6960146;DR. SCHOLL CREME PÉS DUREZAS/CALOSIDADES 60ML;H17.8.7. - Calosidades dos pés;RECKITT;0,35;6,59;9,99;0,23
6952986;DR. SCHOLL FRESH STEP DEO SPRAY PÉS ANTITRANSPIRANTE 150ML;H17.8.3. - Desodorizante e antitranspirante dos pés e sapatos;RECKITT;0,35;6,46;9,69;0,23
6946897;DR. SCHOLL FRESH STEP PÓ DESODORIZANTE 75G;H17.8.3. - Desodorizante e antitranspirante dos pés e sapatos;RECKITT;0,35;;;0,23
6388991;DR. SCHOLL FRESH STEP PROMO DUO DEO SPRAY PÉS ANTITRANSPIRANTE 2X150ML + DESC 50% 2ª EMBALAGEM;H17.8.3. - Desodorizante e antitranspirante dos pés e sapatos;RECKITT;0,35;9,69;0,0;0,23
6222372;DR. SCHOLL GELACTIV BOTAS E BOTINS PALMILHA T35-40.5;H20.21.2. - Produtos de conforto;RECKITT;0,25;9,41;15,99;0,23
7041269;DR. SCHOLL GELACTIV DIÁRIO/SPORT/PROF PALMILHA PROFISSIONAL HOMEM T42-48 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,17;18,99;0,23
7041277;DR. SCHOLL GELACTIV DIÁRIO/SPORT/PROF PALMILHA PROFISSIONAL MULHER T38-42 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,17;18,99;0,23
7041251;DR. SCHOLL GELACTIV DIÁRIO/SPORT/PROF PALMILHA SPORT HOMEM T42-48 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,17;18,99;0,23
7041244;DR. SCHOLL GELACTIV DIÁRIO/SPORT/PROF PALMILHA SPORT MULHER T38-42 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,17;18,99;0,23
7041228;DR. SCHOLL GELACTIV DIÁRIO/SPORT/PROF PALMILHA USO DIÁRIO HOMEM T42-48 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,17;18,99;0,23
7041236;DR. SCHOLL GELACTIV DIÁRIO/SPORT/PROF PALMILHA USO DIÁRIO MULHER T38-42 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,17;18,99;0,23
7067447;DR. SCHOLL GELACTIV SENHORA PALMILHA SALTO ALTO 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;9,41;15,99;0,23
7067439;DR. SCHOLL GELACTIV SENHORA PALMILHA SALTO MT ALTO 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;9,41;15,99;0,23
7067454;DR. SCHOLL GELACTIV SENHORA PALMILHA SAPATO ABERTO 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;9,41;15,99;0,23
7067462;DR. SCHOLL GELACTIV SENHORA PALMILHA SAPATO RASO 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;9,41;15,99;0,23
6363135;DR. SCHOLL IN-BALANCE PALMILHA CALCANHAR/TORNOZELO L 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6363127;DR. SCHOLL IN-BALANCE PALMILHA CALCANHAR/TORNOZELO M 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6362202;DR. SCHOLL IN-BALANCE PALMILHA CALCANHAR/TORNOZELO S 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6360032;DR. SCHOLL IN-BALANCE PALMILHA JOELHO/CALCANHAR L 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6360024;DR. SCHOLL IN-BALANCE PALMILHA JOELHO/CALCANHAR M 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6360016;DR. SCHOLL IN-BALANCE PALMILHA JOELHO/CALCANHAR S 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6360008;DR. SCHOLL IN-BALANCE PALMILHA ZONA LOMBAR L 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6359992;DR. SCHOLL IN-BALANCE PALMILHA ZONA LOMBAR M 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
6359984;DR. SCHOLL IN-BALANCE PALMILHA ZONA LOMBAR S 2;H20.21.2. - Produtos de conforto;RECKITT;0,25;11,76;19,99;0,23
7472183;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 20DEN CARNE L;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472175;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 20DEN CARNE M;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472191;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 20DEN CARNE XL;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472241;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 20DEN PRETO L;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472233;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 20DEN PRETO M;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472118;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 20DEN PRETO S;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472258;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 20DEN PRETO XL;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472217;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 60DEN PRETO L;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
7472209;DR. SCHOLL LIGHT LEGS COLLANT COMPRESSÃO 60DEN PRETO M;H20.22.8. - Auxiliares de terapêutica circulatória;RECKITT;0,25;11,76;19,99;0,23
6872184;DR. SCHOLL LÍQUIDO ANTIFUNG UNHAS 3.8ML;H09.2.1. - Antifúngico Unhas;RECKITT;0,35;14,7864;21,95;0,06
6361535;DR. SCHOLL PEDIMASK MÁSCARA PÉS HIDRAT INTENSA 2;H17.8.2. - Hidratante dos pés;RECKITT;0,35;3,33;4,99;0,23
6711689;DR. SCHOLL PENSOS PENSO CALOS MOLESPUMA OVAL 9;H09.1.8. - Tratamento e proteção calos;RECKITT;0,35;3,52;4,95;0,06
6716571;DR. SCHOLL PROMO DUO CREME HIDRAT PÉS P EXTRA SECA 2X75ML + OFERTA 2ª EMBALAGEM;H17.8.2. - Hidratante dos pés;RECKITT;0,35;7,05;10,99;0,23
6316588;DR. SCHOLL STOP VERRUGAS 80ML;H09.1.9. - Tratamento Verrugas;RECKITT;0,35;20,59;27,95;0,06
7890616;DR. SCHOLL TUBO PROTECT DEDOS GELACTIV;H20.21.2. - Produtos de conforto;RECKITT;0,35;8,72;13,99;0,23
6278994;DR. SCHOLL VELVET SMOOTH LIMA CALCANHARES GRETADOS CÔNCAVO REC 2;H17.11.3. - Utensílio de beleza para pés;RECKITT;0,25;10,61;14,99;0,23
6079202;DR. SCHOLL VELVET SMOOTH LIMA ELECTRÓNICA ESFOLIANTE ROSA;H17.11.3. - Utensílio de beleza para pés;RECKITT;0,25;28,3;44,95;0,23
6004416;DR. SCHOLL VELVET SMOOTH LIMA SUBSTITUIÇÃO C/ DIAMOND CRYSTALS CALOSIDADES MUITO DIFÍCEIS 2;H17.11.3. - Utensílio de beleza para pés;RECKITT;0,25;10,61;17,99;0,23
6079210;DR. SCHOLL VELVET SMOOTH REC LIMA ELECTRÓNICA ESFOLIANTE;H17.11.3. - Utensílio de beleza para pés;RECKITT;0,25;10,61;14,99;0,23
6363853;DR. SCHOLL VERRUGAS CANETA TRATAM 1.5G;H09.1.9. - Tratamento Verrugas;RECKITT;0,35;13,9965;19,99;0,06
6682682;DUREX CONTACTO TOTAL PRESERVATIVO 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,6;12,99;0,06
7767525;DUREX INTENSE ORGASMIC ANEL ESTIMUL DIABILLO;H02.4.3. - Estimulante Sexual;RECKITT;0,4;9,99;15,99;0,23
7767558;DUREX INTENSE ORGASMIC ANEL ESTIMUL VIBRATIONS;H02.4.3. - Estimulante Sexual;RECKITT;0,4;8,82;13,99;0,23
7767517;DUREX INTENSE ORGASMIC ESTIMUL ÍNTIMO PURE FANTASY;H02.4.3. - Estimulante Sexual;RECKITT;0,4;24,66;37,5;0,23
7767541;DUREX INTENSE ORGASMIC ESTIMUL MINI PURE PLEASURE;H02.4.3. - Estimulante Sexual;RECKITT;0,4;15,33;24,9;0,23
7758235;DUREX INTENSE ORGASMIC GEL LUBRIFICANTE 10ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;9,23;13,99;0,23
7758284;DUREX INTENSE ORGASMIC PRESERVATIVO 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;10,38;14,49;0,06
6360255;DUREX INTIMA PROTECT GEL HIDRAT PREBIÓTICO 2 EM 1 50G;H06.1.11. - Hidratante vaginal;RECKITT;0,35;9,99;16,99;0,23
6360263;DUREX INTIMA PROTECT GEL HIGIENE ÍNTIMA CALM 2 EM 1 200ML;H16.10.2. - Limpeza íntima mulher;RECKITT;0,35;5,88;9,99;0,23
6360271;DUREX INTIMA PROTECT GEL HIGIENE ÍNTIMA REFRESCANTE 2 EM 1 200ML;H16.10.2. - Limpeza íntima mulher;RECKITT;0,35;5,88;9,99;0,23
6360248;DUREX INTIMA PROTECT GEL LUBRIFIC PREBIÓTICO 2 EM 1 50ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,35;8,23;13,99;0,23
6739888;DUREX INTIMA PROTECT PROMO GEL HIGIENE ÍNTIMA CALM 200ML + GEL LUBRIFIC PREBIÓTICO 50ML C/ DESC 50%;H16.10.2. - Limpeza íntima mulher;RECKITT;0,35;;;0,23
6360289;DUREX INTIMA PROTECT TOALHETE 2 EM 1 20;H16.10.2. - Limpeza íntima mulher;RECKITT;0,35;5,29;7,95;0,06
6973735;DUREX INVISIBLE PRESERVATIVO EXTRA FINO/LUBRIFICANTE 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,99;13,486500000000001;0,06
6976779;DUREX LOVE SEX ANEL PRAZER;H02.4.3. - Estimulante Sexual;RECKITT;0,4;6,86;9,99;0,23
6316893;DUREX LOVE SEX PRESERVATIVOS S/ LÁTEX 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,99;13,486500000000001;0,06
6932624;DUREX LOVERS CONNECT GEL ESTIMULANTE 2X60ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;;;0,23
6359745;DUREX MUSIC EDITION BASIC MIX PRESERVATIVO NATURAL 6 + PRESERVATIVO CLÁSSICO 4;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;;;0,06
6359760;DUREX MUSIC EDITION FUN MIX PRESERVATIVO DÁ-ME PRAZER 6 + PRESERVATIVO MORANGO 4;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;;;0,06
6359752;DUREX MUSIC EDITION SENSITIVE MIX PRESERVATIVO SENSITIVO 6 + PRESERVATIVO REAL FEEL 4;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;;;0,06
6400168;DUREX MUTUAL CLIMAX PRESERVATIVOS 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,99;13,486500000000001;0,06
6400176;DUREX NATURAL COMFORT PRESERVATIVO 3;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;1,87;2,99;0,06
6769620;DUREX NATURAL PLUS PRESERVATIVO EASY ON 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;7,33;9,8955;0,06
6709410;DUREX NATURAL PLUS PRESERVATIVO EASY ON 24;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;11,56;15,9;0,06
6769612;DUREX NATURAL PLUS PRESERVATIVO EASY ON 6;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;3,67;4,9545;0,06
6402438;DUREX NATURAL PLUS PROMO DUO PRESERVATIVO 2X12 + OFERTA 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;7,33;9,8955;0,06
6259945;DUREX NATURALS GEL ÍNTIMO LUBRIFICANTE PURE 100ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;12,14;17,99;0,23
6259952;DUREX NATURALS GEL LUBRIFICANTE EXTRA SENSITIVO 100ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;12,81;18,99;0,23
6259960;DUREX NATURALS GEL LUBRIFICANTE HIDRAT 100ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;12,81;18,99;0,23
6360297;DUREX PERFECT CONNECTION GEL LUBRIFICANTE 50ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;7,85;11,95;0,23
6702944;DUREX PLACER PROLONGADO PRESERVATIVO 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,6;12,99;0,06
6180471;DUREX PLAY GEL ESTIMULANTE 2/1 200ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;12,14;18,99;0,23
6117101;DUREX PLAY GEL MASSAGE ESTIMULANTE LOE VERA (NOVIDADE);H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;12,14;18,99;
6180489;DUREX PLAY GEL MASSAGEM SENS 2 EM 1 200ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;12,14;18,99;0,23
6411991;DUREX PLAY GEL PLEASURE LUBRIFICANTE CALOR 50ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;7,14;10,95;0,23
6411983;DUREX PLAY GEL PLEASURE LUBRIFICANTE CEREJA 50ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;7,14;10,95;0,23
6412023;DUREX PLAY GEL PLEASURE LUBRIFICANTE MORANGO 50ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;7,14;10,95;0,23
6411967;DUREX PLAY GEL PLEASURE LUBRIFICANTE ORIGINAL 50ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,4;7,14;10,95;0,23
7097188;DUREX PRESERVATIVOS NATURALS 10;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,6;11,99;
6360305;DUREX PRESERVATIVOS PERFECT CONNECTION (NOVIDADE);H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;10,38;13,99;
6403501;DUREX REAL FEEL PRESERVATIVO 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,99;13,486500000000001;0,06
6791137;DUREX SABOREAME PRESERVATIVO 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,6;12,99;0,06
6385856;DUREX SENSITIVO PRESERVATIVO SLIM FIT 10;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,6;12,99;0,06
6386979;DUREX SENSITIVO PRESERVATIVO XL 10;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;9,6;12,99;0,06
6770198;DUREX SENSITIVO SUAVE PRESERVATIVO 12;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;8,8;11,99;0,06
6225227;DUREX SENSITIVO SUAVE PROMO DUO PRESERVATIVO 2X12 + OFERTA 2ª EMBALAGEM;H20.8.1. - Ajudas Usadas prevenção DST e contracepção;RECKITT;0,4;8,8;11,99;0,06
7387852;ENFAMIL 1 AR LEITE PÓ 800G;H14.6.2. - Leite Anti-Regurgitante;RECKITT;0,25;;;0,06
7387092;ENFAMIL 1 PREMIUM LEITE PÓ 800G;H14.6.1. - Leite Regular;RECKITT;0,25;17,44;17,99;0,06
7387860;ENFAMIL 2 AR LEITE PÓ 800G;H14.6.2. - Leite Anti-Regurgitante;RECKITT;0,25;;;0,06
7387100;ENFAMIL 2 PREMIUM LEITE PÓ 800G;H14.6.1. - Leite Regular;RECKITT;0,25;17,59;17,49;0,06
7387118;ENFAMIL 3 PREMIUM LEITE PÓ 800G;H14.6.1. - Leite Regular;RECKITT;0,25;16,16;15,99;0,06
7352591;ENFAMIL PR COMPL 1 LEITE PO 400G (NOVIDADE);H14.6.1. - Leite Regular;RECKITT;0,25;8,14;10,99;
7401182;ENFAMIL PREMIUM CONFORT LEITE PÓ LACTENTE 800G;H14.6.11. - Leite Confort;RECKITT;0,25;17,81;18,99;0,06
6942466;FULLMARKS CHAMPÔ PÓS TRATAM PIOLHOS 150ML;H09.1.17. - Antiparasitário capilar;RECKITT;0,4;9,63;15,99;0,23
6317586;FULLMARKS LOÇÃO PIOLHOS/LÊNDEAS 100ML;H09.1.17. - Antiparasitário capilar;RECKITT;0,4;11,77;17,9;0,06
6076588;FULLMARKS PROMO DUO LOÇÃO PIOLHOS/LÊNDEAS 2X100ML + DESC 50% 2ª EMBALAGEM;H09.1.17. - Antiparasitário capilar;RECKITT;0,4;17,65;26,849999999999998;0,06
6992040;FULLMARKS PROMO LOÇÃO PIOLHOS/LÊNDEAS 100ML + CHAMPÔ PÓS TRATAM 150ML C/ DESC 50%;H09.1.17. - Antiparasitário capilar;RECKITT;0,4;16,58;25,895;0,23
7471698;FULLMARKS PROMO SPRAY PIOLHOS/LÊNDEAS 150ML + CHAMPÔ PÓS TRATAM 150ML C/ DESC 50%;H09.1.17. - Antiparasitário capilar;RECKITT;0,4;;;0,23
7008029;FULLMARKS SPRAY PIOLHOS/LÊNDEAS 150ML;H09.1.17. - Antiparasitário capilar;RECKITT;0,4;12,53;18,9;0,06
7081604;GAVINATURA COMPRIMIDOS (NOVIDADE);H04.1.1. - Antiácidos;RECKITT;0,3;7,3;9,9;
5281431;GAVISCON COMP MAST 24;H04.1.1. - Antiácidos;RECKITT;0,3;4,49;6,6;0,06
5606256;GAVISCON COMP MAST 48;H04.1.1. - Antiácidos;RECKITT;0,3;7,56;11,1;0,06
5490925;GAVISCON DUEFET SUSP ORAL SAQ 12;H04.1.1. - Antiácidos;RECKITT;0,3;6,03;8,95;0,06
5630355;GAVISCON MORANGO COMP MAST 250MG+133.5MG+80MG 24;H04.1.1. - Antiácidos;RECKITT;0,3;4,49;6,6;0,06
5281407;GAVISCON SUSP ORAL SAQ 12;H04.1.1. - Antiácidos;RECKITT;0,3;5,29;7,8;0,06
6225243;K-Y SENSILUBE GEL LUBRIFICANTE VAGINAL 75ML;H06.1.10. - Lubrificante íntimo mulher;RECKITT;0,3;10,38;15,99;0,23
6977389;LUTSINE E45 BACTOPUR GEL LIMPEZA PURIFIC 200ML;H17.4.1. - Limpeza facial antiacne;RECKITT;0,2;11,45;18,9;0,23
6819730;LUTSINE E45 ERYPLAST PASTA ÁGUA 125G;H18.3.6. - Dermatite da fralda;RECKITT;0,2;7,51;12,75;0,23
6477877;LUTSINE E45 ERYPLAST PASTA ÁGUA 75G;H18.3.6. - Dermatite da fralda;RECKITT;0,2;4,95;8,4;0,23
6864009;LUTSINE E45 ERYPLAST PROMO TRIO PASTA ÁGUA 2X125G + 125G;H18.3.6. - Dermatite da fralda;RECKITT;0,2;15,02;25,5;0,23
6837252;LUTSINE E45 XERAMANCE CREME EMOLIENTE S/ PERF 400ML;H09.1.11. - Dermatite Atópica;RECKITT;0,2;15,59;24,9;0,23
6559427;LUTSINE E45 XERAMANCE CREME RESTRUT PLUS 100ML;H09.1.11. - Dermatite Atópica;RECKITT;0,2;10,36;16,95;0,23
6958207;LUTSINE E45 XERAMANCE LOÇÃO HIDRAT DERMATOL 500ML;H09.1.11. - Dermatite Atópica;RECKITT;0,2;13,36;22,7;0,23
6939835;LUTSINE E45 XERAMANCE PROMO DUO CREME PLUS 2X100ML + DESC 50% 2ª EMBALAGEM;H09.1.11. - Dermatite Atópica;RECKITT;0,2;15,54;25,43;0,23
6993527;LUTSINE E45 XERAMANCE PROMO DUO LOÇÃO HIDRAT DERMATOL 2X500ML + OFERTA 2ªEMBALAGEM;H09.1.11. - Dermatite Atópica;RECKITT;0,2;13,36;22,7;0,23
7389981;MEGARED CÁPS 500MG 60;H08.2.1. - Redutores do colesterol e triglicéridos;RECKITT;0,25;23,52;35,28;0,23
7070912;MEGARED PROMO CÁPS 500MG 30 + OFERTA CÁPS 10;H08.2.1. - Redutores do colesterol e triglicéridos;RECKITT;0,25;;;0,23
7392936;MEGARED PROMO CÁPS 500MG 60 + CÁPS 20;H08.2.1. - Redutores do colesterol e triglicéridos;RECKITT;0,25;;;0,23
4283883;NUROFEN 400 COMP REVEST 400MG 24;H02.1.1. - Analgésicos e Antipiréticos;RECKITT;0,4;4,9;6,99;0,06
5697024;NUROFEN CÁPS MOLE MAST 100MG 24;H02.1.2. - Analgésico e Antipirético Pediátrico;RECKITT;0,4;7,99;10,95;0,06
4348884;NUROFEN COMP REVEST 200MG 24;H02.1.1. - Analgésicos e Antipiréticos;RECKITT;0,4;3,98;5,95;0,06
5731773;NUROFEN MIGRXPRESS COMP REVEST 400MG 12;H02.1.1. - Analgésicos e Antipiréticos;RECKITT;0,4;3,77;5,49;0,06
5296728;NUROFEN MUSC COMP REVEST 400MG 24;H02.1.1. - Analgésicos e Antipiréticos;RECKITT;0,4;4,9;6,99;0,06
5760723;NUROFEN MUSC EMPLASTRO 200MG 2;H10.1.1. - Anti-Inflamatórios e Anti-Reumáticos;RECKITT;0,35;6,66;8,991000000000001;0,06
